Unnamed: 0,total_matches,total_tournaments,total_finals,total_wins,best_rank,wins_clay,wins_grass,wins_hard,cluster,cluster_description
Dlouhy L.,60.0,43.0,0.0,16.0,74.0,10.0,1.0,5.0,1,Developing Players
Do M.Q.,1.0,1.0,0.0,0.0,1422.0,0.0,0.0,0.0,1,Developing Players
Dodig I.,232.0,88.0,2.0,110.0,29.0,25.0,14.0,71.0,1,Developing Players
Dodig M.,2.0,2.0,0.0,1.0,310.0,1.0,0.0,0.0,1,Developing Players
Dolgopolov A.,3.0,3.0,0.0,0.0,89.0,0.0,0.0,0.0,1,Developing Players
Dolgopolov O.,389.0,113.0,9.0,206.0,13.0,61.0,22.0,123.0,1,Developing Players
Domingues J.,10.0,9.0,0.0,4.0,169.0,4.0,0.0,0.0,1,Developing Players
Donaldson J.,106.0,48.0,0.0,44.0,48.0,4.0,5.0,35.0,1,Developing Players
Donati M.,2.0,1.0,0.0,1.0,282.0,1.0,0.0,0.0,1,Developing Players
Donski A.,1.0,1.0,0.0,0.0,1529.0,0.0,0.0,0.0,1,Developing Players
Donskoy E.,159.0,78.0,0.0,48.0,66.0,6.0,4.0,38.0,1,Developing Players
Dorsch B.,3.0,3.0,0.0,0.0,215.0,0.0,0.0,0.0,1,Developing Players
Dougaz A.,1.0,1.0,0.0,0.0,235.0,0.0,0.0,0.0,1,Developing Players
Draper J.,111.0,53.0,4.0,73.0,15.0,8.0,15.0,50.0,1,Developing Players
Droguet T.,4.0,3.0,0.0,1.0,141.0,0.0,0.0,1.0,1,Developing Players
Dubrivnyy A.,1.0,1.0,0.0,0.0,424.0,0.0,0.0,0.0,1,Developing Players
Duckworth J.,167.0,73.0,1.0,63.0,51.0,5.0,11.0,47.0,1,Developing Players
Duclos P.L.,4.0,3.0,0.0,1.0,244.0,0.0,0.0,1.0,1,Developing Players
Dupuis A.,16.0,10.0,0.0,8.0,111.0,1.0,6.0,1.0,1,Developing Players
Durasovic V.,2.0,2.0,0.0,0.0,354.0,0.0,0.0,0.0,1,Developing Players
Dustov F.,6.0,5.0,0.0,0.0,142.0,0.0,0.0,0.0,1,Developing Players
Dutra Da Silva D.,1.0,1.0,0.0,0.0,215.0,0.0,0.0,0.0,1,Developing Players
Dutra Da Silva R.,1.0,1.0,0.0,0.0,114.0,0.0,0.0,0.0,1,Developing Players
Dutra Silva R.,77.0,40.0,0.0,21.0,94.0,15.0,0.0,6.0,1,Developing Players
Dzumhur D.,223.0,86.0,4.0,101.0,23.0,24.0,10.0,67.0,1,Developing Players
Eaton C.,2.0,1.0,0.0,1.0,661.0,0.0,1.0,0.0,1,Developing Players
Ebden M.,192.0,89.0,1.0,70.0,43.0,2.0,19.0,49.0,1,Developing Players
Ebelthite C.,1.0,1.0,0.0,0.0,254.0,0.0,0.0,0.0,1,Developing Players
Echagaray B.,4.0,3.0,0.0,0.0,181.0,0.0,0.0,0.0,1,Developing Players
Economidis K.,10.0,10.0,0.0,1.0,123.0,1.0,0.0,0.0,1,Developing Players
Edmund K.,224.0,78.0,3.0,109.0,14.0,23.0,11.0,75.0,1,Developing Players
Ehrat S.,3.0,2.0,0.0,0.0,427.0,0.0,0.0,0.0,1,Developing Players
Eitzinger R.,9.0,7.0,0.0,3.0,205.0,2.0,0.0,1.0,1,Developing Players
El Aarej M.,1.0,1.0,0.0,0.0,589.0,0.0,0.0,0.0,1,Developing Players
El Amrani R.,6.0,3.0,0.0,2.0,286.0,2.0,0.0,0.0,1,Developing Players
El Aynaoui Y.,18.0,12.0,0.0,9.0,189.0,5.0,0.0,4.0,1,Developing Players
Eleskovic E.,7.0,5.0,0.0,2.0,543.0,2.0,0.0,0.0,1,Developing Players
Elgin M.,7.0,3.0,0.0,2.0,145.0,0.0,0.0,2.0,1,Developing Players
Elias G.,64.0,41.0,0.0,22.0,61.0,19.0,0.0,3.0,1,Developing Players
Elseneer G.,2.0,2.0,0.0,0.0,177.0,0.0,0.0,0.0,1,Developing Players
Elsner D.,2.0,2.0,0.0,1.0,339.0,1.0,0.0,0.0,1,Developing Players
Emmrich M.,1.0,1.0,0.0,0.0,994.0,0.0,0.0,0.0,1,Developing Players
Engel J.,2.0,2.0,0.0,1.0,458.0,0.0,0.0,1.0,1,Developing Players
Enqvist T.,3.0,2.0,0.0,1.0,155.0,0.0,0.0,1.0,1,Developing Players
Eriksson M.,4.0,3.0,0.0,0.0,399.0,0.0,0.0,0.0,1,Developing Players
Erler A.,2.0,1.0,0.0,1.0,337.0,1.0,0.0,0.0,1,Developing Players
Eschauer W.,30.0,23.0,1.0,7.0,52.0,5.0,1.0,1.0,1,Developing Players
Escobar G.,2.0,2.0,0.0,0.0,364.0,0.0,0.0,0.0,1,Developing Players
Escobedo E.,58.0,33.0,0.0,19.0,75.0,3.0,2.0,14.0,1,Developing Players
Escoffier A.,1.0,1.0,0.0,0.0,172.0,0.0,0.0,0.0,1,Developing Players
Estrella Burgos V.,104.0,51.0,3.0,45.0,48.0,32.0,4.0,9.0,1,Developing Players
Estrella V.,1.0,1.0,0.0,0.0,243.0,0.0,0.0,0.0,1,Developing Players
Etcheverry T.,126.0,63.0,3.0,57.0,27.0,34.0,2.0,21.0,1,Developing Players
Eubanks C.,100.0,53.0,1.0,40.0,29.0,1.0,15.0,24.0,1,Developing Players
Evans B.,17.0,12.0,0.0,6.0,121.0,0.0,4.0,2.0,1,Developing Players
Evans D.,279.0,98.0,4.0,128.0,21.0,17.0,16.0,95.0,1,Developing Players
Eysseric J.,4.0,3.0,0.0,0.0,290.0,0.0,0.0,0.0,1,Developing Players
Fabbiano T.,87.0,55.0,0.0,25.0,70.0,5.0,8.0,12.0,1,Developing Players
Falla A.,229.0,91.0,2.0,84.0,52.0,19.0,15.0,50.0,1,Developing Players
Falla A. ,1.0,1.0,0.0,0.0,98.0,0.0,0.0,0.0,1,Developing Players
Fancutt T.,1.0,1.0,0.0,0.0,562.0,0.0,0.0,0.0,1,Developing Players
Fanselow S.,1.0,1.0,0.0,0.0,316.0,0.0,0.0,0.0,1,Developing Players
Farah R.,8.0,5.0,0.0,3.0,210.0,3.0,0.0,0.0,1,Developing Players
Faria J.,2.0,2.0,0.0,0.0,170.0,0.0,0.0,0.0,1,Developing Players
Faurel J.C.,8.0,8.0,0.0,2.0,175.0,0.0,0.0,2.0,1,Developing Players
Fearnley J.,5.0,5.0,0.0,2.0,99.0,0.0,1.0,1.0,1,Developing Players
Federer R.,979.0,73.0,115.0,830.0,1.0,148.0,131.0,551.0,-1,Outlier
Federer R. ,9.0,4.0,1.0,6.0,1.0,0.0,0.0,6.0,1,Developing Players
Ferreira Silva F.,2.0,2.0,0.0,0.0,185.0,0.0,0.0,0.0,1,Developing Players
Ferreiro F.,4.0,3.0,0.0,2.0,192.0,2.0,0.0,0.0,1,Developing Players
Ferrer D.,874.0,140.0,48.0,594.0,3.0,237.0,38.0,319.0,-1,Outlier
Ferrer D. ,1.0,1.0,0.0,1.0,18.0,0.0,0.0,1.0,1,Developing Players
Ferrero J.C.,301.0,95.0,11.0,178.0,14.0,98.0,15.0,65.0,1,Developing Players
Ferrero J.C. ,1.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,1,Developing Players
Fery A.,2.0,2.0,0.0,0.0,247.0,0.0,0.0,0.0,1,Developing Players
Ficovich J.P.,3.0,2.0,0.0,1.0,244.0,1.0,0.0,0.0,1,Developing Players
Fidirko N.,1.0,1.0,0.0,0.0,934.0,0.0,0.0,0.0,1,Developing Players
Fils A.,89.0,47.0,4.0,50.0,20.0,16.0,5.0,29.0,1,Developing Players
Fischer M.,21.0,17.0,0.0,2.0,122.0,1.0,1.0,0.0,1,Developing Players
Fish A.,1.0,1.0,0.0,0.0,56.0,0.0,0.0,0.0,1,Developing Players
Fish M.,323.0,86.0,12.0,198.0,7.0,19.0,27.0,152.0,1,Developing Players
Fleishman Z.,15.0,10.0,0.0,5.0,141.0,0.0,0.0,5.0,1,Developing Players
Fleming C.,2.0,1.0,0.0,0.0,110.0,0.0,0.0,0.0,1,Developing Players
Fognini F.,746.0,167.0,19.0,384.0,9.0,222.0,24.0,138.0,-1,Outlier
Fonseca J.,12.0,9.0,0.0,5.0,217.0,5.0,0.0,0.0,1,Developing Players
Forbes M.,1.0,1.0,0.0,0.0,1848.0,0.0,0.0,0.0,1,Developing Players
Forejtek J.,2.0,1.0,0.0,1.0,399.0,0.0,0.0,1.0,1,Developing Players
Fornell M.,1.0,1.0,0.0,0.0,284.0,0.0,0.0,0.0,1,Developing Players
Fraile G.,6.0,6.0,0.0,0.0,135.0,0.0,0.0,0.0,1,Developing Players
Fratangelo B.,61.0,34.0,0.0,21.0,103.0,5.0,3.0,13.0,1,Developing Players
Friberg K.,1.0,1.0,0.0,0.0,433.0,0.0,0.0,0.0,1,Developing Players
Fritz T.,433.0,104.0,16.0,256.0,5.0,46.0,32.0,178.0,1,Developing Players
Fruttero J.P.,1.0,1.0,0.0,0.0,205.0,0.0,0.0,0.0,1,Developing Players
Fucsovics M.,276.0,97.0,4.0,135.0,35.0,38.0,15.0,82.0,1,Developing Players
Furness E.,1.0,1.0,0.0,0.0,208.0,0.0,0.0,0.0,1,Developing Players
Fyrstenberg M.,2.0,2.0,0.0,0.0,1469.0,0.0,0.0,0.0,1,Developing Players
Gabashvili T.,287.0,125.0,0.0,102.0,44.0,41.0,6.0,55.0,1,Developing Players
Gaio F.,18.0,14.0,0.0,3.0,124.0,3.0,0.0,0.0,1,Developing Players
Gakhov I.,4.0,4.0,0.0,1.0,198.0,1.0,0.0,0.0,1,Developing Players
Galan D.,3.0,2.0,0.0,2.0,153.0,2.0,0.0,0.0,1,Developing Players
Galan D.E.,104.0,54.0,0.0,40.0,56.0,21.0,5.0,14.0,1,Developing Players
Galarneau A.,2.0,1.0,0.0,0.0,192.0,0.0,0.0,0.0,1,Developing Players
Galdon P.,1.0,1.0,0.0,0.0,305.0,0.0,0.0,0.0,1,Developing Players
Galimberti G.,2.0,2.0,0.0,1.0,189.0,0.0,0.0,1.0,1,Developing Players
Gallardo Valles M.,1.0,1.0,0.0,0.0,346.0,0.0,0.0,0.0,1,Developing Players
Galovic V.,7.0,5.0,0.0,2.0,197.0,2.0,0.0,0.0,1,Developing Players
Galvani S.,27.0,19.0,0.0,8.0,102.0,3.0,2.0,3.0,1,Developing Players
Gambill J.M.,8.0,6.0,0.0,3.0,150.0,0.0,0.0,3.0,1,Developing Players
Gao X.,1.0,1.0,0.0,0.0,944.0,0.0,0.0,0.0,1,Developing Players
Garanganga T.,1.0,1.0,0.0,0.0,451.0,0.0,0.0,0.0,1,Developing Players
Garcia A.,7.0,6.0,0.0,0.0,126.0,0.0,0.0,0.0,1,Developing Players
Garcia-Lopez G.,584.0,176.0,9.0,263.0,24.0,118.0,25.0,120.0,1,Developing Players
Garcia-Lopez G. ,3.0,2.0,0.0,2.0,47.0,0.0,0.0,2.0,1,Developing Players
Gard C.,1.0,1.0,0.0,0.0,250.0,0.0,0.0,0.0,1,Developing Players
Garin C.,209.0,84.0,6.0,113.0,17.0,77.0,9.0,27.0,1,Developing Players
Garza D.,4.0,1.0,0.0,0.0,328.0,0.0,0.0,0.0,1,Developing Players
Gasquet R.,875.0,170.0,28.0,532.0,7.0,136.0,62.0,334.0,2,Top Players
Gasquet R. ,3.0,2.0,0.0,2.0,57.0,0.0,0.0,2.0,1,Developing Players
Gaston H.,90.0,45.0,2.0,38.0,58.0,18.0,3.0,17.0,1,Developing Players
Gaudio G.,101.0,52.0,3.0,50.0,8.0,37.0,1.0,12.0,1,Developing Players
Geerts M.,1.0,1.0,0.0,0.0,268.0,0.0,0.0,0.0,1,Developing Players
Gensse A.,4.0,3.0,0.0,1.0,433.0,1.0,0.0,0.0,1,Developing Players
Gerasimov E.,95.0,49.0,1.0,44.0,72.0,3.0,2.0,39.0,1,Developing Players
Ghedin R.,3.0,3.0,0.0,0.0,319.0,0.0,0.0,0.0,1,Developing Players
Ghem A.,7.0,6.0,0.0,2.0,260.0,2.0,0.0,0.0,1,Developing Players
Giannessi A.,35.0,25.0,0.0,12.0,104.0,11.0,0.0,1.0,1,Developing Players
Gicquel M.,188.0,75.0,3.0,86.0,39.0,25.0,10.0,51.0,1,Developing Players
Gigante M.,2.0,2.0,0.0,1.0,139.0,1.0,0.0,0.0,1,Developing Players
Gigounon G.,1.0,1.0,0.0,0.0,209.0,0.0,0.0,0.0,1,Developing Players
Gil F.,112.0,54.0,1.0,47.0,62.0,32.0,1.0,14.0,1,Developing Players
Gimelstob J.,53.0,37.0,1.0,18.0,73.0,2.0,6.0,10.0,1,Developing Players
Gimeno Valero C.,1.0,1.0,0.0,0.0,369.0,0.0,0.0,0.0,1,Developing Players
Gimeno-Traver D.,247.0,108.0,1.0,85.0,44.0,66.0,2.0,17.0,1,Developing Players
Gimeno-Traver D. ,1.0,1.0,0.0,0.0,77.0,0.0,0.0,0.0,1,Developing Players
Ginepri R.,233.0,82.0,1.0,115.0,16.0,11.0,8.0,96.0,1,Developing Players
Giraldo S.,312.0,122.0,2.0,132.0,28.0,69.0,12.0,51.0,1,Developing Players
Giron M.,217.0,86.0,3.0,100.0,37.0,15.0,16.0,69.0,1,Developing Players
Giustino L.,8.0,8.0,0.0,1.0,157.0,1.0,0.0,0.0,1,Developing Players
Goffin D.,536.0,123.0,15.0,302.0,7.0,83.0,29.0,190.0,1,Developing Players
Gojo B.,24.0,20.0,0.0,8.0,72.0,1.0,0.0,7.0,1,Developing Players
Gojowczyk P.,164.0,72.0,3.0,73.0,39.0,7.0,12.0,54.0,1,Developing Players
Golding O.,3.0,3.0,0.0,0.0,491.0,0.0,0.0,0.0,1,Developing Players
Goldstein P.,72.0,41.0,0.0,32.0,58.0,4.0,4.0,24.0,1,Developing Players
Golubev A.,150.0,77.0,3.0,48.0,33.0,16.0,1.0,31.0,1,Developing Players
Gombos N.,66.0,40.0,0.0,21.0,81.0,9.0,0.0,12.0,1,Developing Players
Gomez A.,2.0,1.0,0.0,1.0,698.0,1.0,0.0,0.0,1,Developing Players
Gomez E.,26.0,21.0,0.0,7.0,90.0,2.0,0.0,5.0,1,Developing Players
Gomez F.,3.0,3.0,0.0,1.0,174.0,0.0,0.0,1.0,1,Developing Players
Gomez L.,6.0,4.0,0.0,0.0,492.0,0.0,0.0,0.0,1,Developing Players
Gomez-Herrera C.,1.0,1.0,0.0,0.0,671.0,0.0,0.0,0.0,1,Developing Players
Gong M.X.,4.0,2.0,0.0,0.0,356.0,0.0,0.0,0.0,1,Developing Players
Gonzalez A.,44.0,32.0,0.0,10.0,74.0,5.0,0.0,5.0,1,Developing Players
Gonzalez F.,277.0,77.0,10.0,184.0,5.0,68.0,15.0,101.0,1,Developing Players
Gonzalez F. ,1.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,1,Developing Players
Gonzalez M.,85.0,48.0,0.0,28.0,62.0,25.0,0.0,3.0,1,Developing Players
Gonzalez S.,8.0,4.0,0.0,1.0,168.0,1.0,0.0,0.0,1,Developing Players
Goodall J.,10.0,8.0,0.0,1.0,201.0,0.0,1.0,0.0,1,Developing Players
Goransson T.,2.0,2.0,0.0,0.0,800.0,0.0,0.0,0.0,1,Developing Players
Granollers G.,1.0,1.0,0.0,0.0,280.0,0.0,0.0,0.0,1,Developing Players
Granollers M.,419.0,144.0,7.0,186.0,20.0,92.0,15.0,79.0,1,Developing Players
Granollers M. ,1.0,1.0,0.0,0.0,82.0,0.0,0.0,0.0,1,Developing Players
Granollers Pujol G.,1.0,1.0,0.0,0.0,331.0,0.0,0.0,0.0,1,Developing Players
Granollers-Pujol G.,2.0,1.0,0.0,0.0,265.0,0.0,0.0,0.0,1,Developing Players
Granollers-Pujol M.,1.0,1.0,0.0,0.0,291.0,0.0,0.0,0.0,1,Developing Players
Gray A.,3.0,2.0,0.0,1.0,288.0,0.0,1.0,0.0,1,Developing Players
Gregorc L.,11.0,6.0,0.0,6.0,434.0,0.0,0.0,6.0,1,Developing Players
Gremelmayr D.,79.0,49.0,0.0,28.0,66.0,11.0,2.0,15.0,1,Developing Players
Grenier H.,23.0,20.0,0.0,7.0,116.0,2.0,1.0,4.0,1,Developing Players
Greul S.,113.0,67.0,0.0,43.0,58.0,20.0,3.0,20.0,1,Developing Players
Greul S. ,1.0,1.0,0.0,0.0,56.0,0.0,0.0,0.0,1,Developing Players
Griekspoor T.,154.0,66.0,3.0,78.0,23.0,15.0,16.0,47.0,1,Developing Players
Grigelis L.,1.0,1.0,0.0,0.0,243.0,0.0,0.0,0.0,1,Developing Players
Grosjean S.,122.0,55.0,1.0,57.0,18.0,8.0,8.0,41.0,1,Developing Players
Groth S.,89.0,44.0,0.0,33.0,53.0,2.0,12.0,19.0,1,Developing Players
Guccione A.,3.0,2.0,0.0,1.0,92.0,0.0,1.0,0.0,1,Developing Players
Guccione C.,72.0,41.0,2.0,25.0,86.0,0.0,2.0,23.0,1,Developing Players
Guez D.,17.0,11.0,0.0,2.0,133.0,0.0,0.0,2.0,1,Developing Players
Guinard M.,9.0,8.0,0.0,3.0,146.0,2.0,0.0,1.0,1,Developing Players
Gulbis E.,434.0,133.0,7.0,211.0,10.0,63.0,14.0,134.0,1,Developing Players
Gunneswaran P.,28.0,20.0,0.0,7.0,84.0,0.0,2.0,5.0,1,Developing Players
Gutierrez-Ferrol S.,4.0,2.0,0.0,2.0,544.0,2.0,0.0,0.0,1,Developing Players
Guzman J.,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1,Developing Players
Guzman J.P.,13.0,10.0,0.0,4.0,103.0,4.0,0.0,0.0,1,Developing Players
Haas T.,390.0,103.0,12.0,245.0,9.0,48.0,33.0,164.0,1,Developing Players
Haase R.,441.0,134.0,5.0,194.0,36.0,73.0,22.0,99.0,1,Developing Players
Hadad A.,3.0,3.0,0.0,1.0,344.0,0.0,0.0,1.0,1,Developing Players
Haehnel J.,7.0,7.0,0.0,0.0,142.0,0.0,0.0,0.0,1,Developing Players
Haider-Mauer A.,3.0,3.0,0.0,1.0,254.0,1.0,0.0,0.0,1,Developing Players
Haider-Maurer A.,103.0,61.0,1.0,37.0,47.0,22.0,4.0,11.0,1,Developing Players
Hajek J.,87.0,53.0,0.0,24.0,75.0,17.0,0.0,7.0,1,Developing Players
Halebian A.,1.0,1.0,0.0,0.0,644.0,0.0,0.0,0.0,1,Developing Players
Halys Q.,95.0,54.0,1.0,34.0,62.0,9.0,6.0,19.0,1,Developing Players
Hamou M.,3.0,3.0,0.0,0.0,225.0,0.0,0.0,0.0,1,Developing Players
Hanescu V.,296.0,113.0,5.0,130.0,27.0,85.0,6.0,39.0,1,Developing Players
Hanescu V. ,1.0,1.0,0.0,0.0,36.0,0.0,0.0,0.0,1,Developing Players
Hanfmann Y.,144.0,65.0,2.0,68.0,46.0,46.0,7.0,15.0,1,Developing Players
Hank T.,3.0,2.0,0.0,0.0,446.0,0.0,0.0,0.0,1,Developing Players
Hardt N.,2.0,1.0,0.0,1.0,229.0,1.0,0.0,0.0,1,Developing Players
Harris A.,3.0,2.0,0.0,1.0,162.0,0.0,0.0,1.0,1,Developing Players
Harris B.,14.0,9.0,0.0,7.0,114.0,0.0,6.0,1.0,1,Developing Players
Harris L.,132.0,67.0,2.0,60.0,31.0,6.0,8.0,46.0,1,Developing Players
Harrison C.,14.0,11.0,0.0,6.0,198.0,0.0,2.0,4.0,1,Developing Players
Harrison R.,262.0,84.0,4.0,109.0,41.0,12.0,12.0,85.0,1,Developing Players
Hartfield D.,44.0,28.0,0.0,16.0,73.0,13.0,0.0,3.0,1,Developing Players
Hassan B.,4.0,4.0,0.0,0.0,161.0,0.0,0.0,0.0,1,Developing Players
Healey N.,12.0,8.0,0.0,4.0,163.0,0.0,1.0,3.0,1,Developing Players
Heide G.,5.0,4.0,0.0,2.0,174.0,2.0,0.0,0.0,1,Developing Players
Hemery C.,11.0,9.0,0.0,2.0,127.0,2.0,0.0,0.0,1,Developing Players
Henman T.,77.0,46.0,1.0,38.0,12.0,3.0,7.0,28.0,1,Developing Players
Herbert P-H.,1.0,1.0,0.0,0.0,131.0,0.0,0.0,0.0,1,Developing Players
Herbert P.H,15.0,10.0,1.0,8.0,95.0,1.0,0.0,7.0,1,Developing Players
Herbert P.H.,206.0,81.0,3.0,89.0,36.0,16.0,12.0,61.0,1,Developing Players
Hernandez A.,2.0,2.0,0.0,0.0,521.0,0.0,0.0,0.0,1,Developing Players
Hernandez O.,138.0,70.0,0.0,49.0,48.0,43.0,1.0,5.0,1,Developing Players
Hernandez-Fernandez J,1.0,1.0,0.0,0.0,266.0,0.0,0.0,0.0,1,Developing Players
Hernandez-Fernandez J.,1.0,1.0,0.0,0.0,250.0,0.0,0.0,0.0,1,Developing Players
Hernych J.,136.0,70.0,1.0,53.0,60.0,10.0,14.0,29.0,1,Developing Players
Hernych J. ,2.0,2.0,0.0,1.0,59.0,0.0,0.0,1.0,1,Developing Players
Heuberger I.,2.0,2.0,0.0,0.0,183.0,0.0,0.0,0.0,1,Developing Players
Hewitt L.,331.0,89.0,10.0,202.0,3.0,30.0,53.0,119.0,1,Developing Players
Hijikata R.,60.0,38.0,0.0,25.0,65.0,1.0,6.0,18.0,1,Developing Players
Hoang A.,19.0,13.0,0.0,6.0,104.0,2.0,1.0,3.0,1,Developing Players
Hocevar R.,5.0,5.0,0.0,0.0,170.0,0.0,0.0,0.0,1,Developing Players
Holmgren A.,1.0,1.0,0.0,0.0,901.0,0.0,0.0,0.0,1,Developing Players
Holt B.,9.0,8.0,0.0,2.0,195.0,0.0,0.0,2.0,1,Developing Players
Hong S.,5.0,4.0,0.0,2.0,175.0,0.0,0.0,2.0,1,Developing Players
Horansky F.,8.0,8.0,0.0,1.0,164.0,1.0,0.0,0.0,1,Developing Players
Horna L.,106.0,59.0,2.0,49.0,43.0,36.0,0.0,13.0,1,Developing Players
Hossam K.,1.0,1.0,0.0,0.0,338.0,0.0,0.0,0.0,1,Developing Players
Hrbaty D.,129.0,63.0,1.0,60.0,17.0,8.0,1.0,51.0,1,Developing Players
Hsu Y.,6.0,4.0,0.0,3.0,184.0,0.0,0.0,3.0,1,Developing Players
Huesler M.A.,68.0,46.0,1.0,24.0,47.0,8.0,2.0,14.0,1,Developing Players
Humbert U.,243.0,88.0,8.0,127.0,13.0,13.0,24.0,90.0,1,Developing Players
Hurkacz H.,312.0,85.0,11.0,190.0,6.0,35.0,25.0,130.0,1,Developing Players
Hussey G.,2.0,2.0,0.0,1.0,359.0,0.0,1.0,0.0,1,Developing Players
Huta Galung J.,28.0,21.0,0.0,3.0,92.0,0.0,1.0,2.0,1,Developing Players
Ianni S.,1.0,1.0,0.0,0.0,559.0,0.0,0.0,0.0,1,Developing Players
Idmbarek Y.,2.0,2.0,0.0,0.0,1064.0,0.0,0.0,0.0,1,Developing Players
Ignatik U.,1.0,1.0,0.0,0.0,421.0,0.0,0.0,0.0,1,Developing Players
Ilhan M.,70.0,48.0,0.0,16.0,77.0,4.0,3.0,9.0,1,Developing Players
Ilkel C.,20.0,12.0,0.0,3.0,188.0,0.0,0.0,3.0,1,Developing Players
Inglot D.,1.0,1.0,0.0,0.0,941.0,0.0,0.0,0.0,1,Developing Players
Ionita V.,2.0,2.0,0.0,0.0,271.0,0.0,0.0,0.0,1,Developing Players
Isner J.,748.0,124.0,31.0,464.0,9.0,75.0,51.0,338.0,3,Top Players
Isner J. ,2.0,1.0,0.0,1.0,40.0,0.0,0.0,1.0,1,Developing Players
Istomin D.,412.0,139.0,4.0,185.0,33.0,38.0,33.0,114.0,1,Developing Players
Ito T.,81.0,46.0,0.0,27.0,63.0,3.0,8.0,16.0,1,Developing Players
Ito Y.,1.0,1.0,0.0,0.0,622.0,0.0,0.0,0.0,1,Developing Players
Ittogi T.,1.0,1.0,0.0,0.0,1511.0,0.0,0.0,0.0,1,Developing Players
Ivashka I.,156.0,72.0,1.0,75.0,42.0,13.0,12.0,50.0,1,Developing Players
Iwabuchi S.,6.0,4.0,0.0,2.0,339.0,0.0,0.0,2.0,1,Developing Players
Iwami T.,1.0,1.0,0.0,0.0,557.0,0.0,0.0,0.0,1,Developing Players
Jacquet K.,1.0,1.0,0.0,0.0,209.0,0.0,0.0,0.0,1,Developing Players
Janowicz J.,158.0,63.0,2.0,77.0,14.0,13.0,15.0,49.0,1,Developing Players
Janvier M.,6.0,5.0,0.0,0.0,190.0,0.0,0.0,0.0,1,Developing Players
Jarry N.,192.0,81.0,7.0,96.0,18.0,58.0,8.0,30.0,1,Developing Players
Jasika O.,5.0,3.0,0.0,1.0,290.0,0.0,0.0,1.0,1,Developing Players
Jaziri M.,208.0,80.0,1.0,80.0,44.0,21.0,7.0,52.0,1,Developing Players
Jelenic P.,2.0,2.0,0.0,1.0,544.0,0.0,0.0,1.0,1,Developing Players
Jenkins S.,17.0,9.0,0.0,5.0,196.0,2.0,1.0,2.0,1,Developing Players
Jeong S.Y.,1.0,1.0,0.0,0.0,332.0,0.0,0.0,0.0,1,Developing Players
Johansson J.,21.0,7.0,0.0,13.0,14.0,0.0,0.0,13.0,1,Developing Players
Johansson T.,118.0,57.0,3.0,54.0,13.0,5.0,1.0,48.0,1,Developing Players
Johnson S.,386.0,98.0,6.0,187.0,21.0,34.0,34.0,119.0,1,Developing Players
Jones A.,7.0,6.0,0.0,2.0,137.0,0.0,0.0,2.0,1,Developing Players
Jones G.,7.0,6.0,0.0,1.0,198.0,0.0,0.0,1.0,1,Developing Players
Jones G.D.,1.0,1.0,0.0,0.0,1214.0,0.0,0.0,0.0,1,Developing Players
Jorda Sanchis D.,2.0,1.0,0.0,1.0,329.0,1.0,0.0,0.0,1,Developing Players
Jouan R.,5.0,4.0,0.0,1.0,274.0,0.0,0.0,1.0,1,Developing Players
Jubb P.,9.0,6.0,0.0,3.0,201.0,0.0,3.0,0.0,1,Developing Players
Jun W.,1.0,1.0,0.0,0.0,360.0,0.0,0.0,0.0,1,Developing Players
Jun W.S.,6.0,5.0,0.0,1.0,293.0,0.0,0.0,1.0,1,Developing Players
Junaid R.,2.0,2.0,0.0,0.0,413.0,0.0,0.0,0.0,1,Developing Players
Jung J.,30.0,19.0,0.0,10.0,127.0,0.0,4.0,6.0,1,Developing Players
Junqueira D.,39.0,31.0,0.0,10.0,68.0,9.0,0.0,1.0,1,Developing Players
Kachmazov A.,9.0,6.0,0.0,4.0,252.0,0.0,0.0,4.0,1,Developing Players
Kadhe A.,4.0,2.0,0.0,0.0,392.0,0.0,0.0,0.0,1,Developing Players
Kamke T.,160.0,72.0,0.0,61.0,65.0,16.0,10.0,35.0,1,Developing Players
Karanusic R.,39.0,27.0,0.0,10.0,92.0,1.0,4.0,5.0,1,Developing Players
Karatsev A.,158.0,77.0,5.0,76.0,15.0,22.0,4.0,50.0,1,Developing Players
Karlovic I.,582.0,148.0,18.0,313.0,14.0,56.0,58.0,199.0,1,Developing Players
Karlovic I. ,1.0,1.0,0.0,0.0,38.0,0.0,0.0,0.0,1,Developing Players
Karlovskiy E.,1.0,1.0,0.0,0.0,218.0,0.0,0.0,0.0,1,Developing Players
Kasnikowski M.,1.0,1.0,0.0,0.0,194.0,0.0,0.0,0.0,1,Developing Players
Kavcic B.,112.0,62.0,0.0,35.0,71.0,16.0,2.0,17.0,1,Developing Players
Kecmanovic M.,267.0,113.0,4.0,131.0,28.0,39.0,15.0,77.0,1,Developing Players
Kendrick R.,85.0,48.0,0.0,25.0,74.0,1.0,4.0,20.0,1,Developing Players
Kern R.,3.0,1.0,0.0,0.0,392.0,0.0,0.0,0.0,1,Developing Players
Khachanov K.,444.0,101.0,9.0,255.0,8.0,66.0,22.0,167.0,1,Developing Players
Khaddari H.,1.0,1.0,0.0,0.0,513.0,0.0,0.0,0.0,1,Developing Players
